"","DrugName"
"10475","EMTRICITABINEWITHTENOFOVIRTABLET200mg/25mg"
"10476","Emtriva (Emtricitabine)"
"10477","ENALAPRIL 2.5mg TABLETS"
"10478","ENALAPRIL 2.5MG TABLETS (28 TABS)"
"10479","ENALAPRIL 5mg in 5mL ORAL SUSPENSION"
"10480","ENALAPRIL 5mg TABLETS"
"10481","Enasidenib"
"10482","Enbrel"
"10483","ENBREL"
"10484","ENBREL - AUTOJECT 2 OWEN & MUMFORD       220-5458"
"10485","Enbrel (Etanercept)"
"10486","ENBREL (ETANERCEPT) (HOMECARE)"
"10487","ENBREL (homecare pen pack) ETANERCEPT"
"10488","ENBREL (Homecare prefilled syringe) ETANERCEPT"
"10489","ENBREL (homecare vial pack) ETANERCEPT"
"10490","Enbrel 25mg/0.5ml solution for injection pre-filled syringes (Pfizer Ltd)"
"10491","Enbrel 25mg/0.5ml solution for injection pre-filled syringes (Pfizer Ltd) 4 pre-filled disposable injection"
"10492","Enbrel 50mg/1ml solution for injection pre-filled MyClic pen"
"10493","Enbrel 50mg/1ml solution for injection pre-filled syringes"
"10494","Enbrel 50mg/1ml solution for injection pre-filled syringes (Pfizer Ltd)"
"10495","ENBREL MYCLIC (HOMECARE) 50 mg Pre-Filled Pen"
"10496","ENBREL MYCLIC PEN 50MG              3932"
"10497","ENBREL MYCLIC PEN 50MG       F000041068"
"10498","ENBREL PAEDIATRIC 10MG VIAL         7579"
"10499","enbrel pen"
"10500","enbrel pen *homecare*"
"10501","ENBREL PRE-FILLED MYCLIC PEN  50mg injection solution"
"10502","ENBREL PREFILLED SYR  50MG/ML   8033601"
"10503","ENBREL PREFILLED SYR  50MG/ML F000038184"
"10504","ENBREL PREFILLED SYR  50MG/ML F000040351"
"10505","enbrel syringe"
"10506","enbrel syringe *homecare*"
"10507","ENBREL VIAL 25MG/ML            8073235"
"10508","Enbrel(Myclic) 50mg PF.Pen<4>"
"10509","ENBREL50MG/1MLSOLUTIONFORINJECTIONPRE-FILLEDMYCLICPEN(PFIZERLTD)4PRE-FILLEDDISPOSABLEIN"
"10510","Encorafenib"
"10511","ENCORAFENIB"
"10512","ENCORAFENIB (FOC) 50 mg Capsules"
"10513","ENCORAFENIB (FOC) 75 mg Capsules"
"10514","ENCORAFENIB 75 mg Capsules"
"10515","ENCORAFENIB 75MG CAPSULE"
"10516","ENCORAFENIB 75mg CAPSULES (42 caps)"
"10517","Encorafenib Caps 50MG"
"10518","Encorafenib Caps 75MG"
"10519","ENCORAFINIB"
"10520","Enfuvirtide"
"10521","ENLITE 5 PACK (MMT-7008A)"
"10522","Enoxaparin"
"10523","ENOXAPARIN"
"10524","Enoxaparin - chall credit M03"
"10525","ENOXAPARIN (AROVI)"
"10526","ENOXAPARIN (CLEXANE)"
"10527","ENOXAPARIN (Clexane) 100 mg (10000 Units) in 1ml"
"10528","ENOXAPARIN (Clexane) 100 mg (10000 Units) in 1ml I"
"10529","ENOXAPARIN (Clexane) 100 mg in 1ml Injection"
"10530","ENOXAPARIN (CLEXANE) 120 mg in 0.8mL Pre-filled S"
"10531","ENOXAPARIN (Clexane) 120mg (12000 Units) in 0.8ml"
"10532","ENOXAPARIN (Clexane) 120mg in 0.8ml Injection"
"10533","ENOXAPARIN (Clexane) 150 mg in 1ml Injection"
"10534","ENOXAPARIN (CLEXANE) 150 mg in 1mL Pre-filled Syr"
"10535","ENOXAPARIN (Clexane) 40mg (4000 Units) in 0.4ml I"
"10536","ENOXAPARIN (Clexane) 40mg (4000 Units) in 0.4ml In"
"10537","ENOXAPARIN (Clexane) 40mg (4000 Units) in 0.4mlIn"
"10538","ENOXAPARIN (Clexane) 80mg (8000 Units)in 0.8ml In"
"10539","ENOXAPARIN (Clexane) 80mg (8000 Units)in 0.8ml Inj"
"10540","ENOXAPARIN (Clexane) 80mg in 0.8ml Injection"
"10541","ENOXAPARIN (INHIXA)"
"10542","ENOXAPARIN (INHIXA) 100mg (10000units)/1mL SYRINGE (10)"
"10543","ENOXAPARIN (INHIXA) 120mg (12000units)/0.8mL SYRI"
"10544","ENOXAPARIN (INHIXA) 120MG (12000UNITS)/0.8ML SYRIN (10)"
"10545","ENOXAPARIN (INHIXA) 120mg 12000units/0.8mL SYRIN"
"10546","ENOXAPARIN (INHIXA) 150MG (15000UNITS)/1ML SYRINGE (10)"
"10547","ENOXAPARIN (Prophylactic doses for Thalidomide/Lenalidomide regimens ONLY)"
"10548","ENOXAPARIN 100mg (10 000units)/1mL SYRINGE"
"10549","ENOXAPARIN 100mg (10000units)/1mL SYRINGE"
"10550","ENOXAPARIN 100mg (10000units)/1mL SYRINGE        "
"10551","ENOXAPARIN 100mg (10000units)/1mL SYRINGE (10)"
"10552","Enoxaparin 100mg/1ml pfs"
"10553","ENOXAPARIN 120mg (12000units)/0.8mL SYRIN (10)"
"10554","ENOXAPARIN 120mg (12000units)/0.8mL SYRINGE"
"10555","ENOXAPARIN 20mg (2 000units)/0.2mL SYRINGE"
"10556","ENOXAPARIN 20mg (2,000units)/0.2mL SYRINGE"
"10557","ENOXAPARIN 20mg (2000units)/0.2mL SYRINGE"
"10558","ENOXAPARIN 20mg (2000units)/0.2mL SYRINGE (10)"
"10559","ENOXAPARIN 20mg in 0.2ml Injection"
"10560","Enoxaparin 20mg/0.2ml pfs"
"10561","ENOXAPARIN 40 mg in 0.4ml Injection"
"10562","ENOXAPARIN 40mg (4 000units)/0.4mL SYRINGE"
"10563","ENOXAPARIN 40mg (4,000units)/0.4mL SYRINGE"
"10564","ENOXAPARIN 40mg (4000units)/0.4mL SYRINGE"
"10565","ENOXAPARIN 40mg (4000units)/0.4mL SYRINGE (10)"
"10566","Enoxaparin 40mg/0.4ml pfs"
"10567","ENOXAPARIN 60mg (6 000units)/0.6mL SYRINGE"
"10568","ENOXAPARIN 60mg (6000units)/0.6mL SYRINGE"
"10569","ENOXAPARIN 60mg (6000units)/0.6mL SYRINGE (10)"
"10570","ENOXAPARIN 60MG (6000UNITS)/0.6ML SYRINGE (10) INHIXA"
"10571","ENOXAPARIN 60mg in 0.6ml Injection"
"10572","Enoxaparin 60mg/0.6ml pfs"
"10573","ENOXAPARIN 80mg (8 000units)/0.8mL SYRINGE"
"10574","ENOXAPARIN 80mg (8000units)/0.8mL SYRINGE"
"10575","ENOXAPARIN 80mg (8000units)/0.8mL SYRINGE (10)"
"10576","ENOXAPARIN 80MG (8000UNITS)/0.8ML SYRINGE (10) INHIXA"
"10577","ENOXAPARIN 80mg in 0.8ml Injection"
"10578","Enoxaparin 80mg/0.8ml pfs"
"10579","ENOXAPARIN SODIUM"
"10580","Enoxaparin sodium 40mg/0.4ml solution for injection pre-filled syringes"
"10581","Enoxaparin sodium 60mg/0.6ml solution for injection pre-filled syringes"
"10582","Enoxaparin sodium 80mg/0.8ml solution for injection pre-filled syringes"
"10583","ENOXAPARIN!100mg (10,000units)/1mL!SYRINGE"
"10584","ENOXAPARIN!120mg (12,000units)/0.8mL!SYRINGE"
"10585","ENOXAPARIN!150mg (15,000units)/1mL!SYRINGE"
"10586","ENOXAPARIN!40mg (4,000units)/0.4mL!SYRINGE"
"10587","ENOXAPARIN!40mg (4000units)/0.4mL!SYRINGE"
"10588","ENOXAPARIN(INHIXA)150MG(15,000UNITS)/1MLSYRINGE(10)"
"10589","enoxaparin, injection,100mg/1ml,single-use device [10 pre-filled syringe]"
"10590","enoxaparin, injection,120mg/0.8ml,single-use device [10 pre-filled syringe]"
"10591","enoxaparin, injection,40mg/0.4ml,single-use device [10 pre-filled syringe]"
"10592","enoxaparin, injection,60mg/0.6ml,single-use device [10 pre-filled syringe]"
"10593","ENOXAPARIN60MG(6,000UNITS)/0.6MLSYRINGE(10)INHIXA"
"10594","ENOXAPARIN80MG(8,000UNITS)/0.8MLSYRINGE(10)INHIXA"
"10595","Entecavir"
"10596","ENTECAVIR"
"10597","ENTECAVIR (Baraclude)"
"10598","ENTECAVIR (BARACLUDE) 0.5mg TABLETS"
"10599","ENTECAVIR (HHOME) 500 micrograms Film Coated Tablets"
"10600","ENTECAVIR (HOMECARE)"
"10601","ENTECAVIR (HOMECARE) 0.5 mg Tablet"
"10602","ENTECAVIR (HOMECARE) 500 micrograms Tablets"
"10603","ENTECAVIR (NHSE)"
"10604","ENTECAVIR 0.5 mg Tablets"
"10605","ENTECAVIR 0.5mg TABLETS"
"10606","ENTECAVIR 1 mg Tablets"
"10607","ENTECAVIR 1 mg Tablets 30 Tablet Pack"
"10608","ENTECAVIR 1MG"
"10609","ENTECAVIR 1mg TABLETS"
"10610","ENTECAVIR 1MG TABLETS"
"10611","ENTECAVIR 1MG TABLETS                   Benefit Share"
"10612","ENTECAVIR 1mg TABLETS (30 tabs)"
"10613","ENTECAVIR 1MG TABLETS (DR REDDY'S LABORA"
"10614","ENTECAVIR 1MG TABLETSBenefit Share"
"10615","ENTECAVIR 250microgram/5mL SOLUTION"
"10616","ENTECAVIR 500 microgram Tablets"
"10617","ENTECAVIR 500 microgram Tablets 30 Tablet Pack"
"10618","ENTECAVIR 500 micrograms Film Coated Tablets"
"10619","ENTECAVIR 500 micrograms Tablets"
"10620","ENTECAVIR 500mcg"
"10621","ENTECAVIR 500MCG"
"10622","ENTECAVIR 500MG TABLETS (GLENMARK"
"10623","Entecavir 500microgram tablets"
"10624","ENTECAVIR 500microgram TABLETS"
"10625","ENTECAVIR 500MICROGRAM TABLETS"
"10626","ENTECAVIR 500MICROGRAM TABLETS          Benefit Share"
"10627","ENTECAVIR 500microgram TABLETS (30 tabs)"
"10628","ENTECAVIR 500MICROGRAM TABLETS (30 TABS) VIA HOMECARE"
"10629","Entecavir 500microgram tablets 30 tablet"
"10630","ENTECAVIR 500MICROGRAM TABLETSBenefit Share"
"10631","ENTECAVIR 50MCG/1ML ORAL SOLUTION-SUGAR FREE(BARAC"
"10632","ENTECAVIR 50MCG/1ML ORAL SOLUTION SUGAR FREE(BARAC"
"10633","ENTECAVIR 50MCG/1ML ORAL SOLUTION SUGAR FREE(BARACLUDE)"
"10634","ENTECAVIR 50MICROGRAMS/ML ORAL SOLUTION SUGAR FREE"
"10635","ENTECAVIR ORAL SOLUTION 50 micrograms in 1ml Oral"
"10636","ENTECAVIR TABLET 500micrograms"
"10637","Entecavir Tabs 1MG"
"10638","Entecavir Tabs 500MCG"
"10639","ENTECAVIR!1mg!TABLETS"
"10640","ENTECAVIR!1mg!TABLETS (30 tabs)"
"10641","ENTECAVIR!1mg!TABLETS (30 tabs) (Generic)"
"10642","ENTECAVIR!250microgram/5mL!SOLUTION"
"10643","ENTECAVIR!500microgram!TABLET"
"10644","ENTECAVIR!500microgram!TABLETS"
"10645","ENTECAVIR!500microgram!TABLETS (30 tabs)"
"10646","ENTECAVIR!500microgram!TABLETS (30 tabs) VIA HOMECARE"
"10647","ENTECAVIR!500microgram!TABLETS(30 tabs)"
"10648","ENTECAVIR!500micrograms!TABLETS"
"10649","ENTECAVIR!500micrograms!TABLETS (Generic)"
"10650","entecavir, oral solution,50micrograms/ml,210 mls pack [210 mls pack]"
"10651","entecavir, tablets,500micrograms,tablet(s) [30 tablet(s)]"
"10652","ENTECAVIR^"
"10653","ENTECAVIR_HC"
"10654","Entecavir_Tab 500mcg"
"10655","ENTECAVIRADMIN TAG"
"10656","ENTERAL SYRINGE CAP ENFIT"
"10657","ENTYVIO 300MG POWDER FOR CONCENTRATE FOR SOLUTION FOR INFUSION VIALS (TAKEDA UK LTD)"
"10658","Entyvio 300mg powder for concentrate for solution for infusion vials (Takeda UK Ltd) 1 vial"
"10659","ENTYVIO300MGPOWDERFORCONCENTRATEFORSOLUTIONFORINFUSIONVIALS(TAKEDAUKLTD)1VIAL"
"10660","ENVARSUS"
"10661","Envarsus 1mg modified-release tablets"
"10662","Envarsus 4mg modified-release tablets"
"10663","Envarsus 750microgram modified-release tablets"
"10664","Enzalutamide"
"10665","ENZALUTAMIDE"
"10666","ENZALUTAMIDE - HOMECARE"
"10667","ENZALUTAMIDE ( XTANDI ) 40 mg Capsules"
"10668","ENZALUTAMIDE (HOME DELIVERY)"
"10669","ENZALUTAMIDE (HOMECARE)"
"10670","ENZALUTAMIDE (HOMECARE) 40 mg Capsules"
"10671","enzalutamide (HomeCare), capsules,40mg, 1 capsule(s)"
"10672","ENZALUTAMIDE (MDV3100)"
"10673","ENZALUTAMIDE (MDV3100)  (PAS) 40 mg Capsules"
"10674","ENZALUTAMIDE (XTANDI)"
"10675","ENZALUTAMIDE (XTANDI) 40 mg Tablets"
"10676","ENZALUTAMIDE **STAMPEDE TRIAL - ARM J**"
"10677","ENZALUTAMIDE [XTANDI] 40 mg Tablets"
"10678","ENZALUTAMIDE 40 mg Capsules"
"10679","ENZALUTAMIDE 40 mg Soft Capsules"
"10680","ENZALUTAMIDE 40 mg Tablets"
"10681","ENZALUTAMIDE 40MG CAPS"
"10682","ENZALUTAMIDE 40mg CAPSULE (120) FOR STAMPEDE TRIAL"
"10683","ENZALUTAMIDE 40mg CAPSULE (HOME) (112 capsules)"
"10684","Enzalutamide 40mg capsules"
"10685","ENZALUTAMIDE 40mg CAPSULES"
"10686","ENZALUTAMIDE 40MG CAPSULES"
"10687","ENZALUTAMIDE 40mg CAPSULES (112 caps)"
"10688","ENZALUTAMIDE 40MG CAPSULES 112 CAPSULE"
"10689","ENZALUTAMIDE 40MG CAPSULESBenefit Share"
"10690","Enzalutamide 40mg tablets"
"10691","ENZALUTAMIDE 40mg TABLETS"
"10692","ENZALUTAMIDE 40MG TABLETS"
"10693","ENZALUTAMIDE 40mg TABLETS (112 tabs)"
"10694","ENZALUTAMIDE 40MG TABLETS (112 TABS)"
"10695","ENZALUTAMIDE 40mg TABLETS (112)"
"10696","ENZALUTAMIDE 40mg Tablets (HOME) (112 tablets)"
"10697","Enzalutamide Caps 40MG"
"10698","ENZALUTAMIDE CAPSULE 40mg"
"10699","ENZALUTAMIDE DELIVERY CHARGE"
"10700","ENZALUTAMIDE TABLETS"
"10701","Enzalutamide Tabs 40MG"
"10702","ENZALUTAMIDE!40mg!CAPSULES"
"10703","ENZALUTAMIDE!40mg!CAPSULES (112 caps)"
"10704","ENZALUTAMIDE!40mg!TABLETS"
"10705","ENZALUTAMIDE!40mg!TABLETS (112 tabs)"
"10706","enzalutamide, capsules,40mg,capsule(s) [112 capsule(s)]"
"10707","enzalutamide, film-coated tablets,40mg,tablet(s) [112 tablet(s)]"
"10708","ENZALUTAMIDE/ PLACEBO FOR EMBARK TRIAL"
"10709","ENZALUTAMIDE/ PLACEBO FOR EMBARK TRIAL CAPSULE 40m"
"10710","ENZALUTAMIDE/ PLACEBO FOR PRESIDE TRIAL"
"10711","ENZALUTAMIDE/PLACEBOFOREMBARKTRIALCAPSULE40mg/plac"
"10712","ENZALUTAMIDE_HC"
"10713","ENZALUTAMIDECAPSULE40mg"
"10714","ENZALUTUMIDE 40 mg Capsules 112 Capsule Pack"
"10715","EPADERM  Cream"
"10716","EPADERM  Ointment"
"10717","EPADERM Ointment"
"10718","EPADERM OINTMENT (500g)"
"10719","Epclusa"
"10720","EPCLUSA"
"10721","EPCLUSA  400mg+100mg tablets"
"10722","EPCLUSA (SOFOSBUVIR 400mg + VELPATASVIR 100mg)"
"10723","EPCLUSA (Sofosbuvir 400mg/Velpatasvir 100mg)  Tablets"
"10724","EPCLUSA 400/100 Sofosbuvir 400mg + Velpatasvir 100mg Tablets"
"10725","EPCLUSA 400mg/100mg  Tablets 28 Tablet Pack"
"10726","EPCLUSA 400mg/100mg (SOFOSBUVIR & VELPATASVIR)"
"10727","EPCLUSA 400MG/100MG TABLETS"
"10728","EPCLUSA 400MG/100MG TABLETS             Service Fee"
"10729","Epclusa 400mg/100mg tablets (Gilead Sciences International Ltd)"
"10730","EPCLUSA 400mg/100mg TABLETS (HOME)(28 tabs)"
"10731","EPCLUSA 400MG/100MG TABLETSService Fee"
"10732","EPCLUSA Tablets"
"10733","Epclusa Tabs 400MG/100MG"
"10734","EPCLUSA^ 400MG/100MG Tablet(s)"
"10735","Epiribucin"
"10736","Epirubicin"
"10737","EPIRUBICIN"
"10738","EPIRUBICIN-"
"10739","EPIRUBICIN  Bladder Instillation *"
"10740","EPIRUBICIN  Intravenous Injection"
"10741","EPIRUBICIN  Intravenous Injection *"
"10742","EPIRUBICIN  pre-filled syringe"
"10743","EPIRUBICIN (2MG/ML) 30 mg in 15 ml Pre-Filled syr"
"10744","EPIRUBICIN (2MG/ML) 30 mg in 15 ml Pre-Filled syri"
"10745","EPIRUBICIN (2mg/mL) 30 mg in 15ml Pre-filled Syringe"
"10746","EPIRUBICIN (2MG/ML) 35 mg in 17.5ml Pre-Filled sy"
"10747","EPIRUBICIN (2MG/ML) 35 mg in 17.5ml Pre-Filled syr"
"10748","EPIRUBICIN (2MG/ML) 50 mg in 25ml Pre-Filled syri"
"10749","EPIRUBICIN (2MG/ML) 50 mg in 25ml Pre-Filled syrin"
"10750","EPIRUBICIN (2mg/mL) 50 mg in 25ml Pre-filled Syringe"
"10751","EPIRUBICIN (2MG/ML) 60 mg in 30ml Pre-Filled syri"
"10752","EPIRUBICIN (2MG/ML) 60 mg in 30ml Pre-Filled syrin"
"10753","EPIRUBICIN (2MG/ML) 80 mg in 40ml Pre-Filled syri"
"10754","EPIRUBICIN (2MG/ML) 80 mg in 40ml Pre-Filled syrin"
"10755","EPIRUBICIN (BATHASU)"
"10756","EPIRUBICIN (BI)"
"10757","EPIRUBICIN (BI) 20 mg Intravenous Injection 1 Syringe STOCK Dose"
"10758","EPIRUBICIN (BI) 20 mg Intravenous Injection 1 Syringe Syringe"
"10759","EPIRUBICIN (BI) 30 mg Intravenous Injection 1 Syringe Dose"
"10760","EPIRUBICIN (BI) 30 mg Intravenous Injection 1 Syringe STOCK Dose"
"10761","EPIRUBICIN (BI) 32 mg Intravenous Injection 1 Syringe Dose"
"10762","EPIRUBICIN (BI) 40 mg Intravenous Injection 1 Syringe Dose"
"10763","EPIRUBICIN (BI) 5 mg Intravenous Injection 1 Syringe STOCK Dose"
"10764","EPIRUBICIN (BI) 5 mg Intravenous Injection 1 Syringe Syringe"
"10765","EPIRUBICIN (BI) 50 mg Intravenous Injection 1 Syringe Dose"
"10766","EPIRUBICIN (BI) 50 mg Intravenous Injection 1 Syringe STOCK Dose"
"10767","EPIRUBICIN (CYTOS)"
"10768","EPIRUBICIN (DB) 100 mg in 50ml Syringe *"
"10769","EPIRUBICIN (DB) 20 mg in 10ml Syringe *"
"10770","EPIRUBICIN (DB) 5 mg in 2.5ml Syringe *"
"10771","EPIRUBICIN (DB) 50 mg in 25ml Syringe *"
"10772","EPIRUBICIN (DB) 60 mg in 30ml Syringe *"
"10773","EPIRUBICIN (DOSE BANDED)"
"10774","EPIRUBICIN (EPIRUBICIN 100 mg in 50mL Pre-filled Syringe)"
"10775","EPIRUBICIN (EPIRUBICIN 60 mg in 30mL Pre-filled Syringe)"
"10776","EPIRUBICIN (in Syringe)  Injection"
"10777","EPIRUBICIN (in Syringe) Injection"
"10778","Epirubicin (ITH Batch Band)"
"10779","EPIRUBICIN (PATIENT SPECIFIC) VARIOUS"
"10780","EPIRUBICIN (PATIENT SPECIFIC) VARIOUS INTRA-VENOUS"
"10781","EPIRUBICIN (Pre-filled Syringe)"
"10782","EPIRUBICIN (solution)"
"10783","EPIRUBICIN (SOLUTION)"
"10784","EPIRUBICIN [Epi 60-IVB] [ITH PHARMA] 60 mg in 30mL Pre-Filled Syringe"
"10785","EPIRUBICIN [Epi100-IVB] [ITH PHARMA] 100 mg in 50mL Pre-Filled Syringe"
"10786","EPIRUBICIN [Epi20-IVB] [ITH PHARMA] 20 mg in 10mL Pre-Filled Syringe"
"10787","EPIRUBICIN [Epi50-IVB] [ITH PHARMA] 50 mg in 25mL Pre-Filled Syringe"
"10788","Epirubicin 0 - 100mg"
"10789","EPIRUBICIN 10 mg in 5mls Injection"
"10790","EPIRUBICIN 100 mg in 50ml Injection Doselock Syringe"
"10791","EPIRUBICIN 100 mg in 50mL Syringe"
"10792","EPIRUBICIN 100mg in 50mL SYRINGE"
"10793","EPIRUBICIN 100mg/50mL INJECTION (1)"
"10794","EPIRUBICIN 100mg/50mL INJECTION SYRINGE"
"10795","EPIRUBICIN 100MG/50ML SOLUTION FOR INFUSION PRE-FI"
"10796","EPIRUBICIN 100MG/50ML SOLUTION FOR INFUSION PRE-FILLED SYRINGES"
"10797","Epirubicin 100mg/50ml solution for infusion vials"
"10798","EPIRUBICIN 100MG/50ML SOLUTION FOR INFUSION VIALS"
"10799","EPIRUBICIN 100mg/50mL SYRINGE"
"10800","EPIRUBICIN 100mg/50mL SYRINGE                           "
"10801","EPIRUBICIN 100mg/50mL SYRINGE (1) GROUP B"
"10802","Epirubicin 101 - 200mg"
"10803","EPIRUBICIN 10mg/5mL INJECTION (1 vial)"
"10804","Epirubicin 10mg/5ml solution for injection vials"
"10805","EPIRUBICIN 10MG/5ML SOLUTION FOR INJECTION VIALS"
"10806","EPIRUBICIN 1MG BOLUS"
"10807","EPIRUBICIN 2.2 mg in 1.1mL Injection Prefilled Syringe"
"10808","EPIRUBICIN 20 mg in 10mL Intravenous Injection"
"10809","EPIRUBICIN 20 mg in 10ml Pre-Filled Syringe"
"10810","EPIRUBICIN 20 mg/10mL Pre-filled injection syringe"
"10811","EPIRUBICIN 200 mg in 100ml Injection"
"10812","EPIRUBICIN 200 mg Injection"
"10813","EPIRUBICIN 200mg/100mL INFUSION (1 vial)"
"10814","Epirubicin 200mg/100ml solution for infusion vials"
"10815","EPIRUBICIN 200MG/100ML SOLUTION FOR INFUSION VIALS"
"10816","EPIRUBICIN 20mg 10mL SYRINGE"
"10817","EPIRUBICIN 20mg in 10mL SYRINGE"
"10818","EPIRUBICIN 20MG/10ML SOLUTION FOR INJECTION PRE-FILLED SYRINGES 1 PRE-FILLED DISPOSABLE INJECTION"
"10819","EPIRUBICIN 20mg/10mL SYRINGE"
"10820","EPIRUBICIN 30 mg in 15mL Syringe"
"10821","EPIRUBICIN 30MG IN 15ML SYRINGE"
"10822","EPIRUBICIN 30mg syringe"
"10823","EPIRUBICIN 30mg/15mL SYRINGE"
"10824","EPIRUBICIN 30mg/15mL SYRINGE (1) GROUP B"
"10825","EPIRUBICIN 30mg/15mL!SYRINGE (MFU)"
"10826","EPIRUBICIN 40 mg in 20mL Intravenous Injection"
"10827","EPIRUBICIN 40 mg in 20mL Syringe"
"10828","EPIrubicin 40mg"
"10829","EPIRUBICIN 40MG/20ML PREFILLED SYRINGE (1)"
"10830","EPIRUBICIN 40mg/20mL SYRINGE (1) GROUP B"
"10831","EPIRUBICIN 50 mg in 25ml Injection"
"10832","EPIRUBICIN 50 mg in 25mL Intravenous Injection"
"10833","EPIRUBICIN 50 mg in 25ml Pre-Filled Syringe"
"10834","EPIRUBICIN 50 mg in 25mL Syringe"
"10835","EPIRUBICIN 50 mg in 50ml Sodium Chloride 0.9% Bladder Instillation *"
"10836","EPIRUBICIN 50 mg in Sodium Chloride 0.9% 50mL Intravesical Syringe"
"10837","EPIRUBICIN 50 mg Injection"
"10838","EPIRUBICIN 50 mg/25mL Pre-filled injection syringe"
"10839","EPIRUBICIN 50mg"
"10840","EPIRUBICIN 50mg 25mL INJECTION"
"10841","EPIRUBICIN 50mg 25mL SYRINGE"
"10842","EPIRUBICIN 50mg in 25mL SYRINGE"
"10843","EPIRUBICIN 50mg INJECTION (1 vial)"
"10844","EPIRUBICIN 50mg syringe"
"10845","EPIRUBICIN 50mg/25mL INJECTION (1 vial)"
"10846","EPIRUBICIN 50mg/25mL INJECTION SYRINGE (ACS)"
"10847","EPIRUBICIN 50MG/25ML PREFILLED SYRINGE (1)"
"10848","EPIRUBICIN 50MG/25ML SOLUTION FOR INJECTION PRE-FILLED SYRINGES 1 PRE-FILLED DISPOSABLE INJECTION"
"10849","Epirubicin 50mg/25ml solution for injection vials"
"10850","EPIRUBICIN 50MG/25ML SOLUTION FOR INJECTION VIALS"
"10851","Epirubicin 50mg/25ml solution for injection vials 1 vial"
"10852","EPIRUBICIN 50mg/25mL SYRINGE"
"10853","EPIRUBICIN 50mg/25mL SYRINGE (1) GROUP B"
"10854","EPIRUBICIN 50mg/25mL!P/F SYRINGE"
"10855","EPIRUBICIN 50mg/25mL!SYRINGE (MFU)"
"10856","Epirubicin 51-100mg Injection"
"10857","EPIRUBICIN 55mg/27.5mL SYRINGE GROUP B"
"10858","EPIRUBICIN 5mg 2.5mL SYRINGE"
"10859","EPIRUBICIN 5mg in 2.5mL SYRINGE"
"10860","EPIRUBICIN 5MG/2.5ML SOLUTION FOR INJECTION PRE-FILLED SYRINGES 1 PRE-FILLED DISPOSABLE INJECTION"
"10861","EPIRUBICIN 60 mg in 30ml Injection Doselock Syringe"
"10862","EPIRUBICIN 60 mg in 30mL Syringe"
"10863","EPIRUBICIN 60 mg in 30mls Pre-Filled Syringe"
"10864","EPIRUBICIN 60 mg/30mL Pre-filled injection syringe"
"10865","EPIrubicin 60mg"
"10866","EPIRUBICIN 60mg"
"10867","EPIRUBICIN 60mg 30mL SYRINGE"
"10868","EPIRUBICIN 60mg in 30mL Injection"
"10869","EPIRUBICIN 60mg in 30mL SYRINGE"
"10870","EPIRUBICIN 60mg syringe"
"10871","EPIRUBICIN 60mg SYRINGE"
"10872","EPIRUBICIN 60mg/30mL INJECTION SYRINGE (ACS)"
"10873","EPIRUBICIN 60mg/30mL PREFILLED SYRINGE (1)"
"10874","EPIRUBICIN 60MG/30ML SOLUTION FOR INJECTION PRE-FILLED SYRINGES"
"10875","EPIRUBICIN 60mg/30mL SYRINGE"
"10876","EPIRUBICIN 60mg/30mL SYRINGE (1) FKLD207"
"10877","EPIRUBICIN 60mg/30mL SYRINGE (1) GROUP B"
"10878","EPIRUBICIN 65MG/32.5ML SYRINGE (1) GROUP B"
"10879","EPIRUBICIN 70mg in 35mL Injection IV"
"10880","EPIRUBICIN 70mg/35mL INJECTION SYRINGE (ACS)"
"10881","EPIRUBICIN 70mg/35mL PREFILLED SYRINGE (1)"
"10882","EPIRUBICIN 75mg/37.5mL SYRINGE (1) GROUP B"
"10883","EPIRUBICIN 75MG/37.5ML SYRINGE (1) GROUP B"
"10884","EPIRUBICIN 80 mg in 40mL Syringe"
"10885","EPIRUBICIN 80mg"
"10886","Epirubicin 80mg-84.9mg Injection (Syringe)"
"10887","EPIRUBICIN 80mg in 40mL Injection IV"
"10888","EPIrubicin 80mg in 40ml IVB"
"10889","EPIRUBICIN 80mg syringe"
"10890","EPIRUBICIN 80mg/40mL INJECTION SYRINGE (ACS)"
"10891","EPIRUBICIN 80mg/40mL SYRINGE"
"10892","EPIRUBICIN 80mg/40mL SYRINGE (1) GROUP B"
"10893","EPIRUBICIN 80MG/40ML SYRINGE (1) GROUP B"
"10894","EPIRUBICIN 80mg/40mLSYRINGE (1)"
"10895","EPIRUBICIN 90 mg in 45mL Syringe"
"10896","EPIRUBICIN 90mg in 45mL Injection IV"
"10897","EPIRUBICIN 90mg/45mL INJECTION SYRINGE (ACS)"
"10898","EPIRUBICIN 90MG/45ML SOLUTION FOR INJECTION PRE-FILLED SYRINGES"
"10899","EPIRUBICIN 90mg/45mL SYRINGE"
"10900","EPIRUBICIN 90mg/45mL SYRINGE (1) GROUP B"
"10901","EPIRUBICIN BLADDER INSTILLATION (URO-TAINER M)"
"10902","EPIRUBICIN BOLUS"
"10903","EPIRUBICIN FKLD200 100 mg in 50ml Injection Prefilled Syringe"
"10904","EPIRUBICIN FKLD201 80mg in 40ml Injection Prefilled Syringe"
"10905","EPIRUBICIN FKLD203 70 mg in 35ml Injection Prefilled Syringe"
"10906","EPIRUBICIN FKLD207 60mg in 30ml Injection Prefilled Syringe"
